"TIPO_INDICE";"CO_ANO";"CO_MES";"CO_COMMODITIES";"INDICE";"TIPO";"TIPO_MOEDA";"NO_COMMODITIES";"NO_TIPO_CLASSIFICACAO";"NO_CLASSIFICACAO_MIN"
"PRECO";"2002";"11";"COMMODITIES_CO_GRUPO_2";"83,29228773496689";"EXP";"USD";"Matérias-Primas Agrícolas";"COMMODITIES";"Matérias-Primas Agrícolas"
"PRECO";"2002";"11";"COMMODITIES_CO_GRUPO_3";"50,34559442740341";"EXP";"USD";"Minerais, Minérios E Metais";"COMMODITIES";"Minerais, Minérios e Metais"
"PRECO";"2002";"11";"COMMODITIES_CO_GRUPO_1";"70,02854215190956";"EXP";"USD";"Todos Alimentos";"COMMODITIES";"Todos Alimentos"
"PRECO";"2002";"11";"COMMODITIES_TOTAL_1";"63,08196138037918";"EXP";"USD";"Total Commodities";"COMMODITIES";"Total Commodities"
"QUANTUM";"2002";"11";"COMMODITIES_CO_GRUPO_4";"47,86969098455593";"EXP";"USD";"Combustíveis";"COMMODITIES";"Combustíveis"
"QUANTUM";"2002";"11";"COMMODITIES_CO_GRUPO_2";"68,52046705939053";"EXP";"USD";"Matérias-Primas Agrícolas";"COMMODITIES";"Matérias-Primas Agrícolas"
"QUANTUM";"2002";"11";"COMMODITIES_CO_GRUPO_3";"66,47511579144866";"EXP";"USD";"Minerais, Minérios E Metais";"COMMODITIES";"Minerais, Minérios e Metais"
"QUANTUM";"2002";"11";"COMMODITIES_CO_GRUPO_1";"66,81278373287446";"EXP";"USD";"Todos Alimentos";"COMMODITIES";"Todos Alimentos"
"QUANTUM";"2002";"11";"COMMODITIES_TOTAL_1";"64,06885251772033";"EXP";"USD";"Total Commodities";"COMMODITIES";"Total Commodities"
"PRECO";"2002";"11";"COMMODITIES_CO_GRUPO_4";"41,90636022007063";"IMP";"USD";"Combustíveis";"COMMODITIES";"Combustíveis"
"PRECO";"2002";"11";"COMMODITIES_CO_GRUPO_2";"66,38258557443611";"IMP";"USD";"Matérias-Primas Agrícolas";"COMMODITIES";"Matérias-Primas Agrícolas"
"PRECO";"2002";"11";"COMMODITIES_CO_GRUPO_3";"45,86454675362413";"IMP";"USD";"Minerais, Minérios E Metais";"COMMODITIES";"Minerais, Minérios e Metais"
"PRECO";"2002";"11";"COMMODITIES_CO_GRUPO_1";"82,94352683691075";"IMP";"USD";"Todos Alimentos";"COMMODITIES";"Todos Alimentos"
"PRECO";"2002";"11";"COMMODITIES_TOTAL_1";"48,26191635950769";"IMP";"USD";"Total Commodities";"COMMODITIES";"Total Commodities"
"QUANTUM";"2002";"11";"COMMODITIES_CO_GRUPO_4";"110,84664025477977";"IMP";"USD";"Combustíveis";"COMMODITIES";"Combustíveis"
"QUANTUM";"2002";"11";"COMMODITIES_CO_GRUPO_2";"82,21956627222504";"IMP";"USD";"Matérias-Primas Agrícolas";"COMMODITIES";"Matérias-Primas Agrícolas"
"QUANTUM";"2002";"11";"COMMODITIES_CO_GRUPO_3";"88,45829249076994";"IMP";"USD";"Minerais, Minérios E Metais";"COMMODITIES";"Minerais, Minérios e Metais"
"QUANTUM";"2002";"11";"COMMODITIES_CO_GRUPO_1";"89,59371710031071";"IMP";"USD";"Todos Alimentos";"COMMODITIES";"Todos Alimentos"
"QUANTUM";"2002";"11";"COMMODITIES_TOTAL_1";"101,06958629451672";"IMP";"USD";"Total Commodities";"COMMODITIES";"Total Commodities"
"PRECO";"2002";"10";"COMMODITIES_CO_GRUPO_4";"44,20034466070633";"CORRENTE";"USD";"Combustíveis";"COMMODITIES";"Combustíveis"
"PRECO";"2002";"10";"COMMODITIES_CO_GRUPO_2";"79,98440102805635";"CORRENTE";"USD";"Matérias-Primas Agrícolas";"COMMODITIES";"Matérias-Primas Agrícolas"
"PRECO";"2002";"10";"COMMODITIES_CO_GRUPO_3";"49,63706925676811";"CORRENTE";"USD";"Minerais, Minérios E Metais";"COMMODITIES";"Minerais, Minérios e Metais"
"PRECO";"2002";"10";"COMMODITIES_CO_GRUPO_1";"71,82191194043592";"CORRENTE";"USD";"Todos Alimentos";"COMMODITIES";"Todos Alimentos"
"PRECO";"2002";"10";"COMMODITIES_TOTAL_1";"58,96602719064256";"CORRENTE";"USD";"Total Commodities";"COMMODITIES";"Total Commodities"
"QUANTUM";"2002";"10";"COMMODITIES_CO_GRUPO_4";"108,07955636314756";"CORRENTE";"USD";"Combustíveis";"COMMODITIES";"Combustíveis"
"QUANTUM";"2002";"10";"COMMODITIES_CO_GRUPO_2";"84,90309225215341";"CORRENTE";"USD";"Matérias-Primas Agrícolas";"COMMODITIES";"Matérias-Primas Agrícolas"
"QUANTUM";"2002";"10";"COMMODITIES_CO_GRUPO_3";"76,51075788860011";"CORRENTE";"USD";"Minerais, Minérios E Metais";"COMMODITIES";"Minerais, Minérios e Metais"
"QUANTUM";"2002";"10";"COMMODITIES_CO_GRUPO_1";"96,25131347146871";"CORRENTE";"USD";"Todos Alimentos";"COMMODITIES";"Todos Alimentos"
"QUANTUM";"2002";"10";"COMMODITIES_TOTAL_1";"93,30914562482948";"CORRENTE";"USD";"Total Commodities";"COMMODITIES";"Total Commodities"
"PRECO";"2002";"10";"COMMODITIES_CO_GRUPO_4";"46,88002199936322";"EXP";"USD";"Combustíveis";"COMMODITIES";"Combustíveis"
"PRECO";"2002";"10";"COMMODITIES_CO_GRUPO_2";"82,05224195267014";"EXP";"USD";"Matérias-Primas Agrícolas";"COMMODITIES";"Matérias-Primas Agrícolas"
"PRECO";"2002";"10";"COMMODITIES_CO_GRUPO_3";"49,39359397076522";"EXP";"USD";"Minerais, Minérios E Metais";"COMMODITIES";"Minerais, Minérios e Metais"
"PRECO";"2002";"10";"COMMODITIES_CO_GRUPO_1";"70,62373141547496";"EXP";"USD";"Todos Alimentos";"COMMODITIES";"Todos Alimentos"
"PRECO";"2002";"10";"COMMODITIES_TOTAL_1";"63,15545837353185";"EXP";"USD";"Total Commodities";"COMMODITIES";"Total Commodities"
"QUANTUM";"2002";"10";"COMMODITIES_CO_GRUPO_4";"86,45091989479660";"EXP";"USD";"Combustíveis";"COMMODITIES";"Combustíveis"
"QUANTUM";"2002";"10";"COMMODITIES_CO_GRUPO_2";"83,78642451881501";"EXP";"USD";"Matérias-Primas Agrícolas";"COMMODITIES";"Matérias-Primas Agrícolas"
"QUANTUM";"2002";"10";"COMMODITIES_CO_GRUPO_3";"67,21478989382432";"EXP";"USD";"Minerais, Minérios E Metais";"COMMODITIES";"Minerais, Minérios e Metais"
"QUANTUM";"2002";"10";"COMMODITIES_CO_GRUPO_1";"97,19269691383056";"EXP";"USD";"Todos Alimentos";"COMMODITIES";"Todos Alimentos"
"QUANTUM";"2002";"10";"COMMODITIES_TOTAL_1";"87,23264093658032";"EXP";"USD";"Total Commodities";"COMMODITIES";"Total Commodities"
"PRECO";"2002";"10";"COMMODITIES_CO_GRUPO_4";"41,48656783595325";"IMP";"USD";"Combustíveis";"COMMODITIES";"Combustíveis"
"PRECO";"2002";"10";"COMMODITIES_CO_GRUPO_2";"67,00449656783508";"IMP";"USD";"Matérias-Primas Agrícolas";"COMMODITIES";"Matérias-Primas Agrícolas"
"PRECO";"2002";"10";"COMMODITIES_CO_GRUPO_3";"48,54393827778836";"IMP";"USD";"Minerais, Minérios E Metais";"COMMODITIES";"Minerais, Minérios e Metais"
"PRECO";"2002";"10";"COMMODITIES_CO_GRUPO_1";"83,26435704826889";"IMP";"USD";"Todos Alimentos";"COMMODITIES";"Todos Alimentos"
"PRECO";"2002";"10";"COMMODITIES_TOTAL_1";"48,49733293929441";"IMP";"USD";"Total Commodities";"COMMODITIES";"Total Commodities"
"QUANTUM";"2002";"10";"COMMODITIES_CO_GRUPO_4";"127,74275631491416";"IMP";"USD";"Combustíveis";"COMMODITIES";"Combustíveis"
"QUANTUM";"2002";"10";"COMMODITIES_CO_GRUPO_2";"89,86150203928980";"IMP";"USD";"Matérias-Primas Agrícolas";"COMMODITIES";"Matérias-Primas Agrícolas"
"QUANTUM";"2002";"10";"COMMODITIES_CO_GRUPO_3";"106,14413873622337";"IMP";"USD";"Minerais, Minérios E Metais";"COMMODITIES";"Minerais, Minérios e Metais"
"QUANTUM";"2002";"10";"COMMODITIES_CO_GRUPO_1";"85,78903476019333";"IMP";"USD";"Todos Alimentos";"COMMODITIES";"Todos Alimentos"
"QUANTUM";"2002";"10";"COMMODITIES_TOTAL_1";"113,76796964512259";"IMP";"USD";"Total Commodities";"COMMODITIES";"Total Commodities"
"PRECO";"2002";"9";"COMMODITIES_CO_GRUPO_4";"41,88189084235393";"CORRENTE";"USD";"Combustíveis";"COMMODITIES";"Combustíveis"
"PRECO";"2002";"9";"COMMODITIES_CO_GRUPO_2";"83,19938762851552";"CORRENTE";"USD";"Matérias-Primas Agrícolas";"COMMODITIES";"Matérias-Primas Agrícolas"
"PRECO";"2002";"9";"COMMODITIES_CO_GRUPO_3";"48,23346156752323";"CORRENTE";"USD";"Minerais, Minérios E Metais";"COMMODITIES";"Minerais, Minérios e Metais"
"PRECO";"2002";"9";"COMMODITIES_CO_GRUPO_1";"70,66769444657245";"CORRENTE";"USD";"Todos Alimentos";"COMMODITIES";"Todos Alimentos"
"PRECO";"2002";"9";"COMMODITIES_TOTAL_1";"57,62190421036444";"CORRENTE";"USD";"Total Commodities";"COMMODITIES";"Total Commodities"
"QUANTUM";"2002";"9";"COMMODITIES_CO_GRUPO_4";"101,27089790289298";"CORRENTE";"USD";"Combustíveis";"COMMODITIES";"Combustíveis"
"QUANTUM";"2002";"9";"COMMODITIES_CO_GRUPO_2";"56,78648653355081";"CORRENTE";"USD";"Matérias-Primas Agrícolas";"COMMODITIES";"Matérias-Primas Agrícolas"
"QUANTUM";"2002";"9";"COMMODITIES_CO_GRUPO_3";"81,89959441882063";"CORRENTE";"USD";"Minerais, Minérios E Metais";"COMMODITIES";"Minerais, Minérios e Metais"
"QUANTUM";"2002";"9";"COMMODITIES_CO_GRUPO_1";"128,21810573990894";"CORRENTE";"USD";"Todos Alimentos";"COMMODITIES";"Todos Alimentos"
"QUANTUM";"2002";"9";"COMMODITIES_TOTAL_1";"103,92206731262286";"CORRENTE";"USD";"Total Commodities";"COMMODITIES";"Total Commodities"
"PRECO";"2002";"9";"COMMODITIES_CO_GRUPO_4";"44,32449805203086";"EXP";"USD";"Combustíveis";"COMMODITIES";"Combustíveis"
"PRECO";"2002";"9";"COMMODITIES_CO_GRUPO_2";"85,58119507276632";"EXP";"USD";"Matérias-Primas Agrícolas";"COMMODITIES";"Matérias-Primas Agrícolas"
"PRECO";"2002";"9";"COMMODITIES_CO_GRUPO_3";"49,03438771296333";"EXP";"USD";"Minerais, Minérios E Metais";"COMMODITIES";"Minerais, Minérios e Metais"
"PRECO";"2002";"9";"COMMODITIES_CO_GRUPO_1";"69,42080987305928";"EXP";"USD";"Todos Alimentos";"COMMODITIES";"Todos Alimentos"
"PRECO";"2002";"9";"COMMODITIES_TOTAL_1";"62,26168722208774";"EXP";"USD";"Total Commodities";"COMMODITIES";"Total Commodities"
"QUANTUM";"2002";"9";"COMMODITIES_CO_GRUPO_4";"73,67283548460856";"EXP";"USD";"Combustíveis";"COMMODITIES";"Combustíveis"
"QUANTUM";"2002";"9";"COMMODITIES_CO_GRUPO_2";"54,05025479078450";"EXP";"USD";"Matérias-Primas Agrícolas";"COMMODITIES";"Matérias-Primas Agrícolas"
"QUANTUM";"2002";"9";"COMMODITIES_CO_GRUPO_3";"76,69011795726828";"EXP";"USD";"Minerais, Minérios E Metais";"COMMODITIES";"Minerais, Minérios e Metais"
"QUANTUM";"2002";"9";"COMMODITIES_CO_GRUPO_1";"131,56102950258665";"EXP";"USD";"Todos Alimentos";"COMMODITIES";"Todos Alimentos"
"QUANTUM";"2002";"9";"COMMODITIES_TOTAL_1";"101,17131006325056";"EXP";"USD";"Total Commodities";"COMMODITIES";"Total Commodities"
"PRECO";"2002";"9";"COMMODITIES_CO_GRUPO_4";"39,11657719637553";"IMP";"USD";"Combustíveis";"COMMODITIES";"Combustíveis"
"PRECO";"2002";"9";"COMMODITIES_CO_GRUPO_2";"66,66912447260196";"IMP";"USD";"Matérias-Primas Agrícolas";"COMMODITIES";"Matérias-Primas Agrícolas"
"PRECO";"2002";"9";"COMMODITIES_CO_GRUPO_3";"45,12051144259382";"IMP";"USD";"Minerais, Minérios E Metais";"COMMODITIES";"Minerais, Minérios e Metais"
"PRECO";"2002";"9";"COMMODITIES_CO_GRUPO_1";"83,04962383586086";"IMP";"USD";"Todos Alimentos";"COMMODITIES";"Todos Alimentos"
"PRECO";"2002";"9";"COMMODITIES_TOTAL_1";"46,22709224677561";"IMP";"USD";"Total Commodities";"COMMODITIES";"Total Commodities"
"QUANTUM";"2002";"9";"COMMODITIES_CO_GRUPO_4";"125,58501029436722";"IMP";"USD";"Combustíveis";"COMMODITIES";"Combustíveis"
"QUANTUM";"2002";"9";"COMMODITIES_CO_GRUPO_2";"83,98240946182663";"IMP";"USD";"Matérias-Primas Agrícolas";"COMMODITIES";"Matérias-Primas Agrícolas"
"QUANTUM";"2002";"9";"COMMODITIES_CO_GRUPO_3";"101,74964392848283";"IMP";"USD";"Minerais, Minérios E Metais";"COMMODITIES";"Minerais, Minérios e Metais"
"QUANTUM";"2002";"9";"COMMODITIES_CO_GRUPO_1";"97,30832129105204";"IMP";"USD";"Todos Alimentos";"COMMODITIES";"Todos Alimentos"
"QUANTUM";"2002";"9";"COMMODITIES_TOTAL_1";"113,66242876070449";"IMP";"USD";"Total Commodities";"COMMODITIES";"Total Commodities"
"PRECO";"2002";"8";"COMMODITIES_CO_GRUPO_4";"41,09499763198585";"CORRENTE";"USD";"Combustíveis";"COMMODITIES";"Combustíveis"
"PRECO";"2002";"8";"COMMODITIES_CO_GRUPO_2";"78,97776427019913";"CORRENTE";"USD";"Matérias-Primas Agrícolas";"COMMODITIES";"Matérias-Primas Agrícolas"
"PRECO";"2002";"8";"COMMODITIES_CO_GRUPO_3";"49,08814399987525";"CORRENTE";"USD";"Minerais, Minérios E Metais";"COMMODITIES";"Minerais, Minérios e Metais"
"PRECO";"2002";"8";"COMMODITIES_CO_GRUPO_1";"69,92832153373718";"CORRENTE";"USD";"Todos Alimentos";"COMMODITIES";"Todos Alimentos"
"PRECO";"2002";"8";"COMMODITIES_TOTAL_1";"56,93572923195561";"CORRENTE";"USD";"Total Commodities";"COMMODITIES";"Total Commodities"
"QUANTUM";"2002";"8";"COMMODITIES_CO_GRUPO_4";"81,00690550959358";"CORRENTE";"USD";"Combustíveis";"COMMODITIES";"Combustíveis"
"QUANTUM";"2002";"8";"COMMODITIES_CO_GRUPO_2";"84,51988915281380";"CORRENTE";"USD";"Matérias-Primas Agrícolas";"COMMODITIES";"Matérias-Primas Agrícolas"
"QUANTUM";"2002";"8";"COMMODITIES_CO_GRUPO_3";"87,74043947293193";"CORRENTE";"USD";"Minerais, Minérios E Metais";"COMMODITIES";"Minerais, Minérios e Metais"
"QUANTUM";"2002";"8";"COMMODITIES_CO_GRUPO_1";"75,48394806138135";"CORRENTE";"USD";"Todos Alimentos";"COMMODITIES";"Todos Alimentos"
"QUANTUM";"2002";"8";"COMMODITIES_TOTAL_1";"80,31705050750880";"CORRENTE";"USD";"Total Commodities";"COMMODITIES";"Total Commodities"
"PRECO";"2002";"8";"COMMODITIES_CO_GRUPO_4";"42,50801715016146";"EXP";"USD";"Combustíveis";"COMMODITIES";"Combustíveis"
"PRECO";"2002";"8";"COMMODITIES_CO_GRUPO_2";"81,26846665318301";"EXP";"USD";"Matérias-Primas Agrícolas";"COMMODITIES";"Matérias-Primas Agrícolas"
"PRECO";"2002";"8";"COMMODITIES_CO_GRUPO_3";"49,95744599477456";"EXP";"USD";"Minerais, Minérios E Metais";"COMMODITIES";"Minerais, Minérios e Metais"
"PRECO";"2002";"8";"COMMODITIES_CO_GRUPO_1";"69,16485989631254";"EXP";"USD";"Todos Alimentos";"COMMODITIES";"Todos Alimentos"
"PRECO";"2002";"8";"COMMODITIES_TOTAL_1";"61,70784914103717";"EXP";"USD";"Total Commodities";"COMMODITIES";"Total Commodities"
"QUANTUM";"2002";"8";"COMMODITIES_CO_GRUPO_4";"70,04908420614753";"EXP";"USD";"Combustíveis";"COMMODITIES";"Combustíveis"
"QUANTUM";"2002";"8";"COMMODITIES_CO_GRUPO_2";"84,17687306595984";"EXP";"USD";"Matérias-Primas Agrícolas";"COMMODITIES";"Matérias-Primas Agrícolas"
"QUANTUM";"2002";"8";"COMMODITIES_CO_GRUPO_3";"93,80007187255376";"EXP";"USD";"Minerais, Minérios E Metais";"COMMODITIES";"Minerais, Minérios e Metais"
"QUANTUM";"2002";"8";"COMMODITIES_CO_GRUPO_1";"73,40063844020871";"EXP";"USD";"Todos Alimentos";"COMMODITIES";"Todos Alimentos"
"QUANTUM";"2002";"8";"COMMODITIES_TOTAL_1";"77,74011368979248";"EXP";"USD";"Total Commodities";"COMMODITIES";"Total Commodities"
"PRECO";"2002";"8";"COMMODITIES_CO_GRUPO_4";"40,16142901459836";"IMP";"USD";"Combustíveis";"COMMODITIES";"Combustíveis"
"PRECO";"2002";"8";"COMMODITIES_CO_GRUPO_2";"62,91281282888610";"IMP";"USD";"Matérias-Primas Agrícolas";"COMMODITIES";"Matérias-Primas Agrícolas"
"PRECO";"2002";"8";"COMMODITIES_CO_GRUPO_3";"46,11808352503314";"IMP";"USD";"Minerais, Minérios E Metais";"COMMODITIES";"Minerais, Minérios e Metais"
"PRECO";"2002";"8";"COMMODITIES_CO_GRUPO_1";"78,03476353953049";"IMP";"USD";"Todos Alimentos";"COMMODITIES";"Todos Alimentos"
"PRECO";"2002";"8";"COMMODITIES_TOTAL_1";"46,42030942899732";"IMP";"USD";"Total Commodities";"COMMODITIES";"Total Commodities"
"QUANTUM";"2002";"8";"COMMODITIES_CO_GRUPO_4";"89,24691826780801";"IMP";"USD";"Combustíveis";"COMMODITIES";"Combustíveis"
"QUANTUM";"2002";"8";"COMMODITIES_CO_GRUPO_2";"83,27802075178988";"IMP";"USD";"Matérias-Primas Agrícolas";"COMMODITIES";"Matérias-Primas Agrícolas"
"QUANTUM";"2002";"8";"COMMODITIES_CO_GRUPO_3";"80,93541022085091";"IMP";"USD";"Minerais, Minérios E Metais";"COMMODITIES";"Minerais, Minérios e Metais"
"QUANTUM";"2002";"8";"COMMODITIES_CO_GRUPO_1";"88,85662037116016";"IMP";"USD";"Todos Alimentos";"COMMODITIES";"Todos Alimentos"
"QUANTUM";"2002";"8";"COMMODITIES_TOTAL_1";"87,99843817198955";"IMP";"USD";"Total Commodities";"COMMODITIES";"Total Commodities"
"PRECO";"2002";"7";"COMMODITIES_CO_GRUPO_4";"38,73274272704027";"CORRENTE";"USD";"Combustíveis";"COMMODITIES";"Combustíveis"
"PRECO";"2002";"7";"COMMODITIES_CO_GRUPO_2";"80,00690259808334";"CORRENTE";"USD";"Matérias-Primas Agrícolas";"COMMODITIES";"Matérias-Primas Agrícolas"
"PRECO";"2002";"7";"COMMODITIES_CO_GRUPO_3";"49,17052403901085";"CORRENTE";"USD";"Minerais, Minérios E Metais";"COMMODITIES";"Minerais, Minérios e Metais"
"PRECO";"2002";"7";"COMMODITIES_CO_GRUPO_1";"68,34292292213091";"CORRENTE";"USD";"Todos Alimentos";"COMMODITIES";"Todos Alimentos"
"PRECO";"2002";"7";"COMMODITIES_TOTAL_1";"55,65606165340835";"CORRENTE";"USD";"Total Commodities";"COMMODITIES";"Total Commodities"
"QUANTUM";"2002";"7";"COMMODITIES_CO_GRUPO_4";"113,88852396612816";"CORRENTE";"USD";"Combustíveis";"COMMODITIES";"Combustíveis"
"QUANTUM";"2002";"7";"COMMODITIES_CO_GRUPO_2";"80,86800995425266";"CORRENTE";"USD";"Matérias-Primas Agrícolas";"COMMODITIES";"Matérias-Primas Agrícolas"
"QUANTUM";"2002";"7";"COMMODITIES_CO_GRUPO_3";"92,75815173699232";"CORRENTE";"USD";"Minerais, Minérios E Metais";"COMMODITIES";"Minerais, Minérios e Metais"
"QUANTUM";"2002";"7";"COMMODITIES_CO_GRUPO_1";"91,83771524646738";"CORRENTE";"USD";"Todos Alimentos";"COMMODITIES";"Todos Alimentos"
"QUANTUM";"2002";"7";"COMMODITIES_TOTAL_1";"95,49653489777916";"CORRENTE";"USD";"Total Commodities";"COMMODITIES";"Total Commodities"
"PRECO";"2002";"7";"COMMODITIES_CO_GRUPO_4";"40,37165274293513";"EXP";"USD";"Combustíveis";"COMMODITIES";"Combustíveis"
"PRECO";"2002";"7";"COMMODITIES_CO_GRUPO_2";"82,03229516862012";"EXP";"USD";"Matérias-Primas Agrícolas";"COMMODITIES";"Matérias-Primas Agrícolas"
"PRECO";"2002";"7";"COMMODITIES_CO_GRUPO_3";"50,28635897097503";"EXP";"USD";"Minerais, Minérios E Metais";"COMMODITIES";"Minerais, Minérios e Metais"
"PRECO";"2002";"7";"COMMODITIES_CO_GRUPO_1";"67,66601116274096";"EXP";"USD";"Todos Alimentos";"COMMODITIES";"Todos Alimentos"
"PRECO";"2002";"7";"COMMODITIES_TOTAL_1";"60,92200493716204";"EXP";"USD";"Total Commodities";"COMMODITIES";"Total Commodities"
"QUANTUM";"2002";"7";"COMMODITIES_CO_GRUPO_4";"108,77399166986008";"EXP";"USD";"Combustíveis";"COMMODITIES";"Combustíveis"
"QUANTUM";"2002";"7";"COMMODITIES_CO_GRUPO_2";"78,42769045648842";"EXP";"USD";"Matérias-Primas Agrícolas";"COMMODITIES";"Matérias-Primas Agrícolas"
"QUANTUM";"2002";"7";"COMMODITIES_CO_GRUPO_3";"93,53841156993622";"EXP";"USD";"Minerais, Minérios E Metais";"COMMODITIES";"Minerais, Minérios e Metais"
"QUANTUM";"2002";"7";"COMMODITIES_CO_GRUPO_1";"87,40560698485559";"EXP";"USD";"Todos Alimentos";"COMMODITIES";"Todos Alimentos"
"QUANTUM";"2002";"7";"COMMODITIES_TOTAL_1";"88,74832409825987";"EXP";"USD";"Total Commodities";"COMMODITIES";"Total Commodities"
"PRECO";"2002";"7";"COMMODITIES_CO_GRUPO_4";"38,02270394520818";"IMP";"USD";"Combustíveis";"COMMODITIES";"Combustíveis"
"PRECO";"2002";"7";"COMMODITIES_CO_GRUPO_2";"63,08979329830899";"IMP";"USD";"Matérias-Primas Agrícolas";"COMMODITIES";"Matérias-Primas Agrícolas"
"PRECO";"2002";"7";"COMMODITIES_CO_GRUPO_3";"45,39429147902553";"IMP";"USD";"Minerais, Minérios E Metais";"COMMODITIES";"Minerais, Minérios e Metais"
"PRECO";"2002";"7";"COMMODITIES_CO_GRUPO_1";"75,94878074768651";"IMP";"USD";"Todos Alimentos";"COMMODITIES";"Todos Alimentos"
"PRECO";"2002";"7";"COMMODITIES_TOTAL_1";"44,63169618155552";"IMP";"USD";"Total Commodities";"COMMODITIES";"Total Commodities"
"QUANTUM";"2002";"7";"COMMODITIES_CO_GRUPO_4";"116,68124751720410";"IMP";"USD";"Combustíveis";"COMMODITIES";"Combustíveis"
"QUANTUM";"2002";"7";"COMMODITIES_CO_GRUPO_2";"106,71601362439569";"IMP";"USD";"Matérias-Primas Agrícolas";"COMMODITIES";"Matérias-Primas Agrícolas"
"QUANTUM";"2002";"7";"COMMODITIES_CO_GRUPO_3";"98,25865552422157";"IMP";"USD";"Minerais, Minérios E Metais";"COMMODITIES";"Minerais, Minérios e Metais"
"QUANTUM";"2002";"7";"COMMODITIES_CO_GRUPO_1";"121,98423279834962";"IMP";"USD";"Todos Alimentos";"COMMODITIES";"Todos Alimentos"
"QUANTUM";"2002";"7";"COMMODITIES_TOTAL_1";"114,58630064762532";"IMP";"USD";"Total Commodities";"COMMODITIES";"Total Commodities"
"PRECO";"2002";"6";"COMMODITIES_CO_GRUPO_4";"40,89227349227272";"CORRENTE";"USD";"Combustíveis";"COMMODITIES";"Combustíveis"
"PRECO";"2002";"6";"COMMODITIES_CO_GRUPO_2";"82,68465663103150";"CORRENTE";"USD";"Matérias-Primas Agrícolas";"COMMODITIES";"Matérias-Primas Agrícolas"
"PRECO";"2002";"6";"COMMODITIES_CO_GRUPO_3";"48,75957089259916";"CORRENTE";"USD";"Minerais, Minérios E Metais";"COMMODITIES";"Minerais, Minérios e Metais"
"PRECO";"2002";"6";"COMMODITIES_CO_GRUPO_1";"67,47868942954854";"CORRENTE";"USD";"Todos Alimentos";"COMMODITIES";"Todos Alimentos"
"PRECO";"2002";"6";"COMMODITIES_TOTAL_1";"56,17202414977717";"CORRENTE";"USD";"Total Commodities";"COMMODITIES";"Total Commodities"
"QUANTUM";"2002";"6";"COMMODITIES_CO_GRUPO_4";"64,49092181639384";"CORRENTE";"USD";"Combustíveis";"COMMODITIES";"Combustíveis"
"QUANTUM";"2002";"6";"COMMODITIES_CO_GRUPO_2";"58,40057219489919";"CORRENTE";"USD";"Matérias-Primas Agrícolas";"COMMODITIES";"Matérias-Primas Agrícolas"
"QUANTUM";"2002";"6";"COMMODITIES_CO_GRUPO_3";"48,38816130018670";"CORRENTE";"USD";"Minerais, Minérios E Metais";"COMMODITIES";"Minerais, Minérios e Metais"
"QUANTUM";"2002";"6";"COMMODITIES_CO_GRUPO_1";"61,33155454526496";"CORRENTE";"USD";"Todos Alimentos";"COMMODITIES";"Todos Alimentos"
"QUANTUM";"2002";"6";"COMMODITIES_TOTAL_1";"59,19472390886653";"CORRENTE";"USD";"Total Commodities";"COMMODITIES";"Total Commodities"
"PRECO";"2002";"6";"COMMODITIES_CO_GRUPO_4";"44,46884346083502";"EXP";"USD";"Combustíveis";"COMMODITIES";"Combustíveis"
"PRECO";"2002";"6";"COMMODITIES_CO_GRUPO_2";"84,92661710807839";"EXP";"USD";"Matérias-Primas Agrícolas";"COMMODITIES";"Matérias-Primas Agrícolas"
"PRECO";"2002";"6";"COMMODITIES_CO_GRUPO_3";"49,80554820773022";"EXP";"USD";"Minerais, Minérios E Metais";"COMMODITIES";"Minerais, Minérios e Metais"
"PRECO";"2002";"6";"COMMODITIES_CO_GRUPO_1";"66,76110671947478";"EXP";"USD";"Todos Alimentos";"COMMODITIES";"Todos Alimentos"
"PRECO";"2002";"6";"COMMODITIES_TOTAL_1";"61,14096299077632";"EXP";"USD";"Total Commodities";"COMMODITIES";"Total Commodities"
"QUANTUM";"2002";"6";"COMMODITIES_CO_GRUPO_4";"44,65659059149761";"EXP";"USD";"Combustíveis";"COMMODITIES";"Combustíveis"
"QUANTUM";"2002";"6";"COMMODITIES_CO_GRUPO_2";"55,19782164808012";"EXP";"USD";"Matérias-Primas Agrícolas";"COMMODITIES";"Matérias-Primas Agrícolas"
"QUANTUM";"2002";"6";"COMMODITIES_CO_GRUPO_3";"44,53278626027393";"EXP";"USD";"Minerais, Minérios E Metais";"COMMODITIES";"Minerais, Minérios e Metais"
"QUANTUM";"2002";"6";"COMMODITIES_CO_GRUPO_1";"57,28352729167106";"EXP";"USD";"Todos Alimentos";"COMMODITIES";"Todos Alimentos"
"QUANTUM";"2002";"6";"COMMODITIES_TOTAL_1";"52,78247228995419";"EXP";"USD";"Total Commodities";"COMMODITIES";"Total Commodities"
"PRECO";"2002";"6";"COMMODITIES_CO_GRUPO_4";"37,34915071506153";"IMP";"USD";"Combustíveis";"COMMODITIES";"Combustíveis"
"PRECO";"2002";"6";"COMMODITIES_CO_GRUPO_2";"62,32457173943169";"IMP";"USD";"Matérias-Primas Agrícolas";"COMMODITIES";"Matérias-Primas Agrícolas"
"PRECO";"2002";"6";"COMMODITIES_CO_GRUPO_3";"44,51974816501554";"IMP";"USD";"Minerais, Minérios E Metais";"COMMODITIES";"Minerais, Minérios e Metais"
